date,time,address,type,neighborhood,npu,x,y
01/06/2015,00:01:00                      ,651 14TH ST NW,LARCENY-NON VEHICLE,Home Park,E,-84.4089,33.78624
01/06/2015,00:01:00                      ,269 FLORIDA AVE SW,BURGLARY-RESIDENCE,Florida Heights,I,-84.46356,33.74822
01/06/2015,00:10:00                      ,1450 DONNELLY AVE SW,LARCENY-NON VEHICLE,West End,T,-84.43479,33.73772
01/06/2015,00:20:00                      ,232 FORSYTH ST SW,LARCENY-NON VEHICLE,Downtown,M,-84.39636,33.74852
01/06/2015,00:30:00                      ,1390 PIEDMONT AVE NE,LARCENY-FROM VEHICLE,Ansley Park,E,-84.37376,33.79262
01/06/2015,00:51:00                      ,3361 MARTIN L KING JR DR NW,LARCENY-FROM VEHICLE,Adamsville,H,-84.49768,33.75476
01/06/2015,01:00:00                      ,960 CONFEDERATE CT SE,AUTO THEFT,Ormewood Park,W,-84.36137,33.72946
01/06/2015,01:30:00                      ,1214 BOLTON RD NW,AUTO THEFT,English Park,G,-84.49407,33.78888
01/06/2015,02:55:00                      ,193 MOURY AVE SW,AUTO THEFT,The Villages at Carver,Y,-84.39197,33.71549
01/06/2015,03:30:00                      ,1165 EUCLID AVE NE,BURGLARY-NONRES,Inman Park,N,-84.34985,33.76477
01/06/2015,04:42:00                      ,950 MARIETTA ST NW,AUTO THEFT,Marietta Street Artery,E,-84.40807,33.77689
01/06/2015,06:00:00                      ,2110 SOUTHWOOD LN SW,LARCENY-NON VEHICLE,Ben Hill Terrace,P,-84.51903,33.69633
01/06/2015,07:00:00                      ,240 NORTH AVE NE,LARCENY-NON VEHICLE,Midtown,E,-84.37932,33.77134
01/06/2015,08:00:00                      ,3902 PEACHTREE DUNWOODY RD NE,LARCENY-FROM VEHICLE,North Buckhead,B,-84.35837,33.86163
01/06/2015,08:00:00                      ,2423 MARTIN L KING JR DR NW,BURGLARY-RESIDENCE,Florida Heights,I,-84.46623,33.75183
01/06/2015,08:00:00                      ,1012 PALMETTO AVE SW,LARCENY-NON VEHICLE,Ashview Heights,T,-84.42101,33.75162
01/06/2015,08:00:00                      ,1141 SEABOARD AVE NE,LARCENY-FROM VEHICLE,Reynoldstown,N,-84.34998,33.75867
01/06/2015,09:00:00                      ,196 BURBANK DR SW,AUTO THEFT,Mozley Park,K,-84.42841,33.74958
01/06/2015,10:00:00                      ,3580 CAMPBELLTON RD SW,ROBBERY-PEDESTRIAN,NULL,P,-84.50584,33.6899
01/06/2015,10:00:00                      ,3540 N CAMP CREEK PKWY SW,BURGLARY-RESIDENCE,NULL,P,-84.50299,33.67051
01/06/2015,10:45:00                      ,2 PARK PL NE,ROBBERY-PEDESTRIAN,Downtown,M,-84.38852,33.75473
01/06/2015,11:00:00                      ,3398 PIEDMONT RD NE,LARCENY-NON VEHICLE,Buckhead Forest,B,-84.37342,33.84761
01/06/2015,11:00:00                      ,1193 COLLIER RD,LARCENY-FROM VEHICLE,NULL,C,-84.4245,33.81172
01/06/2015,11:00:00                      ,2265 PERRY BLVD NW @ARCHER HEIGHTS APTS,LARCENY-NON VEHICLE,Scotts Crossing,G,-84.46416,33.80595
01/06/2015,11:00:00                      ,3680 BOULDER PARK DR SW,BURGLARY-RESIDENCE,Fairburn Mays,H,-84.50862,33.74838
01/06/2015,12:00:00                      ,3393 PEACHTREE RD @ LENOX MALL,LARCENY-FROM VEHICLE,Lenox,B,-84.36212,33.84676
01/06/2015,12:00:00                      ,1152 CONVERSE DR NE,BURGLARY-RESIDENCE,Pine Hills,B,-84.35002,33.82944
01/06/2015,12:00:00                      ,2025 PEACHTREE RD NE,LARCENY-NON VEHICLE,NULL,E,-84.39294,33.80958
01/06/2015,12:00:00                      ,2115 PIEDMONT RD NE,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,-84.36659,33.81274
01/06/2015,12:00:00                      ,3775 STAMFORD RD SW,LARCENY-NON VEHICLE,Wisteria Gardens,H,-84.51115,33.75645
01/06/2015,12:00:00                      ,340 DIXIE HILLS CIR NW,BURGLARY-RESIDENCE,Grove Park,J,-84.44971,33.76471
01/06/2015,12:00:00                      ,1037 COLQUITT AVE NE,LARCENY-FROM VEHICLE,Inman Park,N,-84.35285,33.7664
01/06/2015,12:00:00                      ,2965 3RD ST SW,LARCENY-NON VEHICLE,Hammond Park,X,-84.40476,33.67406
01/06/2015,12:15:00                      ,1975 CAMPBELLTON RD SW,AGG ASSAULT,Venetian Hills,S,-84.45385,33.70827
01/06/2015,12:20:00                      ,510 CASANOVA ST SE,BURGLARY-RESIDENCE,Chosewood Park,Y,-84.3712,33.71641
01/06/2015,12:35:00                      ,1950 PERRY BLVD NW ,AUTO THEFT,Grove Park,J,-84.45572,33.78314
01/06/2015,13:15:00                      ,595 PIEDMONT AVE NE @PUBLIX - PIEDMONT,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.38023,33.77067
01/06/2015,13:30:00                      ,434 PEEPLES ST SW,LARCENY-FROM VEHICLE,Harris Chiles,T,-84.42039,33.74299
01/06/2015,15:24:00                      ,3113 ALEXANDER CIR NE,BURGLARY-RESIDENCE,North Buckhead,B,-84.36625,33.8553
01/06/2015,16:00:00                      ,525 BAKER CIR NW,AUTO THEFT,Center Hill,J,-84.45784,33.7695
01/06/2015,16:00:00                      ,450 LOVEJOY ST NW,LARCENY-NON VEHICLE,Downtown,M,-84.39315,33.76684
01/06/2015,16:00:00                      ,3909 CAMPBELLTON RD SW,BURGLARY-RESIDENCE,Kings Forest,P,-84.51637,33.6924
01/06/2015,16:00:00                      ,2208 JERNIGAN DR SE,LARCENY-NON VEHICLE,Lakewood,Z,-84.37221,33.69387
01/06/2015,16:15:00                      ,2835 ARDEN RD NW,LARCENY-NON VEHICLE,Castlewood,C,-84.40849,33.83211
01/06/2015,16:50:00                      ,1870 CAMPBELLTON RD SW,AGG ASSAULT,NULL,R,-84.44964,33.70939
01/06/2015,17:15:00                      ,900 PEACHTREE BATTLE CIR NW,AUTO THEFT,Brandon,C,-84.41691,33.8233
01/06/2015,17:45:00                      ,850 OAK ST SW,LARCENY-FROM VEHICLE,West End,T,-84.41671,33.74053
01/06/2015,18:00:00                      ,41 MARIETTA ST NW,LARCENY-FROM VEHICLE,Downtown,M,-84.39059,33.75549
01/06/2015,18:00:00                      ,1140 DOLPHIN DR SW,LARCENY-NON VEHICLE,Cascade Avenue/Road,S,-84.46165,33.72386
01/06/2015,18:00:00                      ,765 MCDANIEL ST SW,AUTO THEFT,Pittsburgh,V,-84.40177,33.73396
01/06/2015,18:20:00                      ,1505 CHATTAHOOCHEE AVE,AUTO THEFT,Bolton,D,-84.43651,33.80906
01/06/2015,18:20:00                      ,765 McDaniel Street ,BURGLARY-RESIDENCE,Pittsburgh,V,-84.40177,33.73396
01/06/2015,18:40:00                      ,204 BROAD ST SW,ROBBERY-PEDESTRIAN,Downtown,M,-84.39432,33.75031
01/06/2015,19:00:00                      ,515 FAIRBURN RD SW,LARCENY-NON VEHICLE,Fairburn Mays,H,-84.51026,33.74
01/06/2015,19:00:00                      ,2 DANIEL ST SE,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.37111,33.7541
01/06/2015,19:23:00                      ,3377 PEACHTREE RD,AUTO THEFT,Lenox,B,-84.36633,33.84779
01/06/2015,19:30:00                      ,3440 BOULDER PARK DR,RAPE,Mays,H,-84.50063,33.75004
01/06/2015,20:00:00                      ,213 FAIRBURN RD NW,BURGLARY-RESIDENCE,Adamsville,H,-84.50424,33.76136
01/06/2015,20:00:00                      ,300 N HIGHLAND AVE NE,LARCENY-FROM VEHICLE,Inman Park,N,-84.35859,33.76284
01/06/2015,20:30:00                      ,2994 DEERBORNE CT SW,LARCENY-FROM VEHICLE,Ben Hill,P,-84.51467,33.6723
01/06/2015,20:32:00                      ,1730 TAYLOR ST NW,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.42123,33.80171
01/06/2015,20:45:00                      ,328 5TH ST NE,AUTO THEFT,Midtown,E,-84.37662,33.77556
01/06/2015,21:00:00                      ,3066 EASTBROOK TER SW,LARCENY-FROM VEHICLE,Princeton Lakes,P,-84.50836,33.67104
01/06/2015,22:00:00                      ,1695 CECILE AVE SE,AUTO THEFT,East Atlanta,W,-84.33223,33.73379
01/06/2015,22:45:00                      ,400 FAIRBURN ROAD,AUTO THEFT,Fairburn Mays,H,-84.50923,33.74214
01/06/2015,22:45:00                      ,1101 MAYSON TURNER RD NW,AGG ASSAULT,Washington Park,K,-84.42358,33.76275
01/06/2015,23:30:00                      ,1220 CAHABA DR SW,LARCENY-FROM VEHICLE,Venetian Hills,S,-84.44808,33.72195
01/06/2015,23:40:00                      ,2603 OLDKNOW DR NW,AGG ASSAULT,Center Hill,J,-84.47219,33.77191
01/07/2015,00:00:00                      ,785 VERNER ST NW,AUTO THEFT,Berkeley Park,D,-84.41422,33.79884
01/07/2015,00:00:00                      ,3657 MARTIN L KING JR DR NW,AUTO THEFT,Adamsville,H,-84.5076,33.76208
01/07/2015,00:00:00                      ,2900 LANDRUM DR SW,LARCENY-FROM VEHICLE,Southwest,R,-84.48299,33.70495
01/07/2015,00:30:00                      ,600 GARSON DR NE,BURGLARY-RESIDENCE,Lindbergh/Morosgo,B,-84.37069,33.81907
01/07/2015,00:42:00                      ,3708 NOBLE CREEK DR,AGG ASSAULT,Cross Creek,C,-84.42779,33.81596
01/07/2015,01:00:00                      ,400 W PEACHTREE ST NW,AUTO THEFT,Downtown,M,-84.3876,33.76614
01/07/2015,01:00:00                      ,3200 STONE RD SW,AUTO THEFT,Greenbriar,R,-84.49403,33.6697
01/07/2015,01:00:00                      ,1474 EVERHART ST SW,LARCENY-FROM VEHICLE,Capitol View,X,-84.41382,33.71461
01/07/2015,01:04:00                      ,2625 PIEDMONT RD NE,BURGLARY-NONRES,Lindbergh/Morosgo,B,-84.36699,33.82678
01/07/2015,01:10:00                      ,1977 MARTIN L KING JR DR NW,AUTO THEFT,NULL,I,-84.44767,33.75065
01/07/2015,01:40:00                      ,410 14TH ST NW,LARCENY-FROM VEHICLE,Home Park,E,-84.40047,33.78589
01/07/2015,02:55:00                      ,1331 MARIETTA BLVD NW,BURGLARY-NONRES,Blandtown,D,-84.42945,33.79149
01/07/2015,03:49:00                      ,132 FAIRFIELD PL NW,AGG ASSAULT,Dixie Hills,J,-84.46344,33.75756
01/07/2015,04:00:00                      ,2350 DANIEL RD SW,BURGLARY-NONRES,NULL,P,-84.51622,33.69017
01/07/2015,04:00:00                      ,599 WHITEHALL ST SW,HOMICIDE,Pittsburgh,V,-84.40756,33.74277
01/07/2015,04:19:00                      ,701 HIGHLAND AVE NE,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.36533,33.76115
01/07/2015,04:40:00                      ,2275 JOSEPH E BOONE BLVD NW,ROBBERY-PEDESTRIAN,Center Hill,J,-84.46063,33.76364
01/07/2015,05:47:00                      ,286 OXFORD PL NE,LARCENY-FROM VEHICLE,Lake Claire,N,-84.32307,33.76191
01/07/2015,06:30:00                      ,478 PARKWAY DR NE,BURGLARY-RESIDENCE,Old Fourth Ward,M,-84.37351,33.76733
01/07/2015,07:30:00                      ,2310 MARIETTA BLVD NW,LARCENY-FROM VEHICLE,Bolton,D,-84.45315,33.82022
01/07/2015,07:30:00                      ,855 W.PEACHTREE ST. NW.,LARCENY-FROM VEHICLE,Midtown,E,-84.38718,33.77773
01/07/2015,08:00:00                      ,2521 PIEDMONT RD NE,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.36713,33.82412
01/07/2015,08:00:00                      ,760 JOSEPH E LOWERY BLVD SW,BURGLARY-RESIDENCE,West End,T,-84.41746,33.73434
01/07/2015,08:30:00                      ,1455 MORELAND AVE SE,LARCENY-NON VEHICLE,Custer/McDonough/Guice,W,-84.35014,33.71478
01/07/2015,08:40:00                      ,3390 FAIRBURN RD SW,BURGLARY-RESIDENCE,Ben Hill,P,-84.52377,33.6639
01/07/2015,09:00:00                      ,1295 NORTH AVE NW,LARCENY-NON VEHICLE,Bankhead,K,-84.43015,33.76826
01/07/2015,09:00:00                      ,407 AUBURN AVE NE,LARCENY-FROM VEHICLE,Sweet Auburn,M,-84.37399,33.75539
01/07/2015,09:00:00                      ,1600 PRYOR RD SW,BURGLARY-NONRES,The Villages at Carver,Y,-84.39337,33.71266
01/07/2015,09:00:00                      ,800 HUTCHENS RD SE,ROBBERY-PEDESTRIAN,South River Gardens,Z,-84.36187,33.67102
01/07/2015,09:10:00                      ,2228 POLAR ROCK AVE SW,ROBBERY-PEDESTRIAN,Polar Rock,Z,-84.39572,33.69362
01/07/2015,10:00:00                      ,800 W MARIETTA ST NW,LARCENY-NON VEHICLE,English Avenue,L,-84.41514,33.78022
01/07/2015,10:00:00                      ,501 CONNELL AVE SW,AUTO THEFT,Perkerson,X,-84.40662,33.68327
01/07/2015,10:30:00                      ,1261 GLENWOOD AVE SE,LARCENY-NON VEHICLE,East Atlanta,W,-84.34627,33.73998
01/07/2015,11:20:00                      ,55 MORELAND AVE SE,AGG ASSAULT,Reynoldstown,N,-84.34933,33.75189
01/07/2015,11:30:00                      ,3534 MARTIN L KING JR DR SW,LARCENY-FROM VEHICLE,Adamsville,H,-84.50344,33.75771
01/07/2015,11:30:00                      ,2045 DONALD LEE HOLLOWELL PKWY NW,LARCENY-NON VEHICLE,Grove Park,J,-84.45214,33.7774
01/07/2015,11:30:00                      ,2795 DEERWOOD LN SW,BURGLARY-RESIDENCE,Ben Hill,P,-84.51606,33.67072
01/07/2015,11:40:00                      ,3509 MARTIN L KING JR DR NW,LARCENY-FROM VEHICLE,Adamsville,H,-84.50258,33.7581
01/07/2015,11:45:00                      ,2344 BAYWOOD DR SE,AUTO THEFT,Swallow Circle/Baywood,Z,-84.38691,33.69098
01/07/2015,11:55:00                      ,97 GLENN ST SE,LARCENY-FROM VEHICLE,Summerhill,V,-84.38455,33.73771
01/07/2015,12:00:00                      ,2450 CAMELLIA LN NE,BURGLARY-RESIDENCE,Lindbergh/Morosgo,B,-84.37114,33.82269
01/07/2015,12:00:00                      ,733 FREDERICA ST NE,AUTO THEFT,Virginia Highland,F,-84.35502,33.77455
01/07/2015,12:00:00                      ,3905 CORNELL BLVD SW,BURGLARY-RESIDENCE,Baker Hills,H,-84.5154,33.75924
01/07/2015,12:00:00                      ,3724 AUSTIN WOODS DR SW,LARCENY-NON VEHICLE,Kings Forest,P,-84.51014,33.70453
01/07/2015,12:00:00                      ,563 MEMORIAL DR SE,LARCENY-NON VEHICLE,Grant Park,W,-84.36913,33.74662
01/07/2015,12:00:00                      ,1600 PRYOR RD SW,LARCENY-NON VEHICLE,The Villages at Carver,Y,-84.39337,33.71266
01/07/2015,12:20:00                      ,2478 SWALLOW CIR SE,LARCENY-NON VEHICLE,Swallow Circle/Baywood,Z,-84.38501,33.69484
01/07/2015,12:25:00                      ,835 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Vine City,L,-84.41457,33.75504
01/07/2015,12:30:00                      ,2040 BREWER BLVD SW @APS PERKERSON ES,AUTO THEFT,Sylvan Hills,X,-84.41339,33.69813
01/07/2015,13:00:00                      ,265 PEACHTREE CENTER AVE NE ,LARCENY-FROM VEHICLE,Downtown,M,-84.38496,33.76158
01/07/2015,13:10:00                      ,3393 PEACHTREE RD NE @Multiple,LARCENY-NON VEHICLE,Lenox,B,-84.36212,33.84676
01/07/2015,13:20:00                      ,2045 DONALD LEE HOLLOWELL PKWY NW,LARCENY-NON VEHICLE,Grove Park,J,-84.45214,33.7774
01/07/2015,13:45:00                      ,695 PYLANT ST NE,LARCENY-NON VEHICLE,Virginia Highland,F,-84.36465,33.77837
01/07/2015,14:00:00                      ,220 RENAISSANCE PKWY NE,AUTO THEFT,Old Fourth Ward,M,-84.38027,33.7691
01/07/2015,14:00:00                      ,3905 PRINCETON LAKES WAY SW,LARCENY-NON VEHICLE,Princeton Lakes,P,-84.51615,33.65961
01/07/2015,14:00:00                      ,967 WHITE ST SW,LARCENY-NON VEHICLE,West End,T,-84.41956,33.73244
01/07/2015,14:30:00                      ,1634 MAY AVE SE,AGG ASSAULT,East Atlanta,W,-84.33425,33.73913
01/07/2015,15:00:00                      ,72 BROAD ST SW,LARCENY-NON VEHICLE,Downtown,M,-84.39253,33.75258
01/07/2015,15:00:00                      ,1025 LAWTON AVE SW,BURGLARY-RESIDENCE,Oakland City,S,-84.42125,33.72587
01/07/2015,15:00:00                      ,80 WALNUT ST SW,AUTO THEFT,Atlanta University Center,T,-84.40594,33.75248
01/07/2015,15:00:00                      ,836 GERTRUDE PL NW,AGG ASSAULT,Grove Park,J,-84.44423,33.7777
01/07/2015,15:15:00                      ,2274 TIGER FLOWERS DR NW,AGG ASSAULT,Dixie Hills,J,-84.46205,33.76075
01/07/2015,15:34:00                      ,1935 MCLENDON AVE,LARCENY-FROM VEHICLE,Lake Claire,N,-84.32395,33.7643
01/07/2015,16:00:00                      ,840 MARIETTA ST NW,LARCENY-FROM VEHICLE,Marietta Street Artery,E,-84.40691,33.77522
01/07/2015,16:10:00                      ,1079 NORTH AVE NE,LARCENY-NON VEHICLE,Poncey-Highland,N,-84.35163,33.77098
01/07/2015,17:00:00                      ,3520 PIEDMONT RD NE @COLUMBIA DUNWOODY,AGG ASSAULT,Buckhead Forest,B,-84.37882,33.84989
01/07/2015,17:00:00                      ,790 HUFF RD NW,LARCENY-FROM VEHICLE,Blandtown,D,-84.41416,33.78636
01/07/2015,17:00:00                      ,680 GREENWOOD AVE NE,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.36514,33.77714
01/07/2015,17:00:00                      ,2070 CHESHIRE BRIDGE RD NE,BURGLARY-NONRES,Lindridge/Martin Manor,F,-84.35571,33.81255
01/07/2015,17:00:00                      ,102 OLLIE ST NW @WASHINGTON PARK,LARCENY-FROM VEHICLE,Washington Park,K,-84.4214,33.75735
01/07/2015,17:00:00                      ,626 DEKALB AVE SE,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.36687,33.75283
01/07/2015,17:18:00                      ,739 PRINCE PL NW,LARCENY-NON VEHICLE,Center Hill,J,-84.46647,33.77553
01/07/2015,18:00:00                      ,1391 COLLIER RD NW,BURGLARY-NONRES,Underwood Hills,D,-84.43402,33.80989
01/07/2015,18:00:00                      ,659 PEACHTREE ST NE @GEORGIAN TERRACE,LARCENY-FROM VEHICLE,Midtown,E,-84.38449,33.77258
01/07/2015,18:00:00                      ,130 CHAPPELL RD NW,LARCENY-FROM VEHICLE,Hunter Hills,K,-84.43391,33.75816
01/07/2015,18:00:00                      ,1975 ALISON CT SW,BURGLARY-RESIDENCE,Campbellton Road,R,-84.45327,33.70081
01/07/2015,18:00:00                      ,2950 SPRINGDALE RD,LARCENY-NON VEHICLE,Hammond Park,X,-84.41619,33.67479
01/07/2015,18:00:00                      ,2685 METROPOLITAN PKWY SW,LARCENY-NON VEHICLE,Perkerson,X,-84.40902,33.68274
01/07/2015,18:00:00                      ,51 POLAR ROCK RD SW,AUTO THEFT,Polar Rock,Z,-84.39059,33.6965
01/07/2015,18:00:00                      ,684 JOHN WESLEY DOBBS AVE NE,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.36443,33.7598
01/07/2015,18:30:00                      ,1801 HOWELL MILL RD,LARCENY-NON VEHICLE,Berkeley Park,D,-84.41278,33.80388
01/07/2015,18:30:00                      ,2045 DONALD LEE HOLLOWELL PKWY NW,LARCENY-NON VEHICLE,Grove Park,J,-84.45214,33.7774
01/07/2015,18:30:00                      ,71 PEACHTREE ST NW,ROBBERY-PEDESTRIAN,Downtown,M,-84.3887,33.75567
01/07/2015,18:30:00                      ,1245 CAHABA DR SW,LARCENY-FROM VEHICLE,Venetian Hills,S,-84.44868,33.72124
01/07/2015,18:47:00                      ,1605 HOWELL MILL RD NW,LARCENY-FROM VEHICLE,Berkeley Park,D,-84.41574,33.79907
01/07/2015,19:00:00                      ,171 SEWANEE AVE NW,LARCENY-FROM VEHICLE,Dixie Hills,J,-84.46486,33.75903
01/07/2015,19:00:00                      ,1080 EUCLID AVE NE ,LARCENY-FROM VEHICLE,Inman Park,N,-84.35193,33.76448
01/07/2015,19:30:00                      ,674 MYRTLE ST NE,AUTO THEFT,Midtown,E,-84.38032,33.77296
01/07/2015,19:30:00                      ,768 MARIETTA ST NW,LARCENY-FROM VEHICLE,Marietta Street Artery,E,-84.40403,33.77331
01/07/2015,20:00:00                      ,1929 BRANTLEY WALK LN NW,AUTO THEFT,Riverside,D,-84.46521,33.80963
01/07/2015,20:00:00                      ,333 ANGIER AVE NE,AUTO THEFT,Old Fourth Ward,M,-84.37662,33.76685
01/07/2015,20:30:00                      ,1371 MARKET ST NW,LARCENY-NON VEHICLE,Atlantic Station,E,-84.39466,33.7921
01/07/2015,21:00:00                      ,1801 HOWELL MILL RD NW,LARCENY-NON VEHICLE,Berkeley Park,D,-84.41278,33.80388
01/07/2015,21:00:00                      ,420 14TH ST NW,LARCENY-FROM VEHICLE,Home Park,E,-84.40086,33.78593
01/07/2015,21:00:00                      ,35 MELDON AVE SE,LARCENY-NON VEHICLE,South Atlanta,Y,-84.38447,33.71141
01/07/2015,21:00:00                      ,2758 VINEYARDS DR SE,BURGLARY-RESIDENCE,Rosedale Heights,Z,-84.3698,33.67973
01/07/2015,21:00:00                      ,2891 MACAW ST NW,LARCENY-FROM VEHICLE,Whittier Mill Village,D,-84.48174,33.80881
01/07/2015,21:20:00                      ,3424 PIEDMONT RD NE,LARCENY-FROM VEHICLE,Buckhead Forest,B,-84.37419,33.84815
01/07/2015,21:30:00                      ,387 CLEVELAND AVE SW,ROBBERY-PEDESTRIAN,Perkerson,X,-84.40215,33.6816
01/07/2015,21:37:00                      ,2100 BROWNS MILL RD SE,ROBBERY-PEDESTRIAN,Lakewood,Z,-84.37369,33.69672
01/07/2015,22:00:00                      ,3718 AUSTIN WOODS DR SW,LARCENY-FROM VEHICLE,Kings Forest,P,-84.50983,33.70439
01/07/2015,22:42:00                      ,1940 FISHER RD SE,AGG ASSAULT,Custer/McDonough/Guice,W,-84.35958,33.71352
01/07/2015,23:00:00                      ,809 CHEROKEE AVE SE,AUTO THEFT,Grant Park,W,-84.37394,33.73239
01/07/2015,23:28:00                      ,221 CLEVELAND AVE SW,LARCENY-NON VEHICLE,Browns Mill Park,Z,-84.39669,33.68143
01/07/2015,23:45:00                      ,1189 IRA ST SW,ROBBERY-PEDESTRIAN,Pittsburgh,V,-84.40016,33.72263
01/07/2015,23:45:00                      ,2845 FAIRBURN RD SW,LARCENY-NON VEHICLE,Ben Hill,P,-84.51819,33.67584
01/08/2015,00:00:00                      ,1224 DEFOOR VILLAGE CT NW,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.4277,33.81005
01/08/2015,00:00:00                      ,733 DONALD LEE HOLLOWELL PKWY NW,BURGLARY-NONRES,English Avenue,L,-84.41125,33.77333
01/08/2015,00:00:00                      ,257 TRINITY AVE SW,LARCENY-FROM VEHICLE,Downtown,M,-84.39631,33.75081
01/08/2015,00:08:00                      ,507 JOSEPH E LOWERY BLVD SW,AUTO THEFT,West End,T,-84.41809,33.74097
01/08/2015,00:10:00                      ,1572 HARDEE ST. NE.,AUTO THEFT,Candler Park,N,-84.34159,33.76749
01/08/2015,00:15:00                      ,3166 MATHIESON DR NE,LARCENY-FROM VEHICLE,Buckhead Forest,B,-84.37735,33.84119
01/08/2015,00:30:00                      ,4124 N BROADLAND RD NW,LARCENY-NON VEHICLE,Chastain Park,A,-84.40226,33.86772
01/08/2015,00:50:00                      ,747 RALPH MCGILL BLVD NE,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.36263,33.76674
01/08/2015,00:50:00                      ,3488 ADKINS RD NW,BURGLARY-RESIDENCE,Fairburn Heights,H,-84.50457,33.7732
01/08/2015,01:00:00                      ,1267 JOSEPH E BOONE BLVD NW,LARCENY-NON VEHICLE,Bankhead,K,-84.42895,33.76398
01/08/2015,01:00:00                      ,375 HIGHLAND AVE NE,AUTO THEFT,Old Fourth Ward,M,-84.37588,33.76106
01/08/2015,01:00:00                      ,2298 OAKVIEW RD NE,BURGLARY-NONRES,Kirkwood,O,-84.31239,33.75232
01/08/2015,01:00:00                      ,718 IRA ST SW,LARCENY-FROM VEHICLE,Mechanicsville,V,-84.39976,33.73538
01/08/2015,01:00:00                      ,1886 SYLVAN RIDGE DR SW,AUTO THEFT,Sylvan Hills,X,-84.42012,33.70347
01/08/2015,01:25:00                      ,185 SOUTHSIDE INDUSTRIAL PKWY SE,AUTO THEFT,Blair Villa/Poole Creek,Z,-84.38283,33.65077
01/08/2015,01:45:00                      ,25 SOUTHSIDE INDUSTRIAL PKWY SE,AUTO THEFT,Blair Villa/Poole Creek,Z,-84.3885,33.64992
01/08/2015,01:45:00                      ,25 SOUTHSIDE INDUSTRIAL PKWY SE,AUTO THEFT,Blair Villa/Poole Creek,Z,-84.3885,33.64992
01/08/2015,01:45:00                      ,25 SOUTHSIDE INDUSTRIAL PKWY SE,AUTO THEFT,Blair Villa/Poole Creek,Z,-84.3885,33.64992
01/08/2015,02:55:00                      ,1212 JAMES JACKSON PKWY NW,AGG ASSAULT,Monroe Heights,G,-84.47416,33.79333
01/08/2015,03:30:00                      ,1782 CHESHIRE BRIDGE RD NE,BURGLARY-NONRES,Morningside/Lenox Park,F,-84.36428,33.8088
01/08/2015,04:50:00                      ,968 METROPOLITAN PKWY SW,ROBBERY-PEDESTRIAN,Pittsburgh,V,-84.40787,33.72836
01/08/2015,06:30:00                      ,1039 DICKSON PL NE,AUTO THEFT,Midtown,E,-84.38081,33.78326
01/08/2015,07:00:00                      ,1203 COLLIER RD NW,AUTO THEFT,NULL,C,-84.42536,33.81163
01/08/2015,07:00:00                      ,4465 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,NULL,P,-84.53462,33.69704
01/08/2015,08:00:00                      ,790 HUFF RD NW,LARCENY-NON VEHICLE,Blandtown,D,-84.41416,33.78636
01/08/2015,08:00:00                      ,3046 MIDDLETON RD NW,AUTO THEFT,NULL,I,-84.48932,33.7529
01/08/2015,08:00:00                      ,687 CASCADE AVE SW,LARCENY-FROM VEHICLE,Westview,T,-84.43647,33.73682
01/08/2015,08:00:00                      ,2612 STEELE AVENUE SW,AUTO THEFT,Browns Mill Park,Z,-84.39607,33.68202
01/08/2015,09:00:00                      ,3936 ESTER DR SW,LARCENY-NON VEHICLE,Wilson Mill Meadows,H,-84.5193,33.75158
01/08/2015,09:00:00                      ,1183 WYLIE ST SE,AGG ASSAULT,Reynoldstown,N,-84.35014,33.75273
01/08/2015,09:00:00                      ,299 MORELAND AVE NE ,LARCENY-FROM VEHICLE,Candler Park,N,-84.34883,33.76247
01/08/2015,09:05:00                      ,934 MAYSON TURNER RD NW,LARCENY-FROM VEHICLE,Washington Park,K,-84.41873,33.75815
01/08/2015,10:00:00                      ,842 PEACHTREE ST NE,LARCENY-NON VEHICLE,Midtown,E,-84.38482,33.77756
01/08/2015,10:00:00                      ,1097 HARWELL RD NW @BLUE FLAME,AGG ASSAULT,Collier Heights,I,-84.4911,33.7852
01/08/2015,10:00:00                      ,221 ROSEWOOD WAY NW,BURGLARY-RESIDENCE,Westhaven,I,-84.4727,33.7565
01/08/2015,10:38:00                      ,303 PEACHTREE CENTER AVE NE,LARCENY-FROM VEHICLE,Downtown,M,-84.3842,33.75967
01/08/2015,11:00:00                      ,255 COURTLAND ST NE @HILTON HOTEL,LARCENY-NON VEHICLE,Downtown,M,-84.38314,33.76157
01/08/2015,11:00:00                      ,1522 DEKALB AVE NE,LARCENY-FROM VEHICLE,Candler Park,N,-84.33816,33.76283
01/08/2015,11:00:00                      ,2021 LEWIS RD SE             ,BURGLARY-RESIDENCE,Norwood Manor,Z,-84.36148,33.69874
